,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__criterion,param_randomforestclassifier__max_depth,param_randomforestclassifier__n_estimators,param_simpleimputer__strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
14,1888.2247554659843,16.135483182936355,31.343509256839752,4.628520204733437,gini,50,1500,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'most_frequent'}",0.5654612418902736,0.5433702381739725,0.5525418623236318,0.5453024412635423,0.551668945912855,0.008665886321866177,4
15,2496.609130680561,13.782009609292961,40.2422279715538,3.2560212438021705,gini,50,2000,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'mean'}",0.5600726025132265,0.5458576006235822,0.5530015125818838,0.5471212929106825,0.5515132521573438,0.005629233915500307,6
16,2503.9309492111206,20.88440383011971,36.186495542526245,2.215560129314606,gini,50,2000,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'median'}",0.5631232418430328,0.544850156289367,0.5557192146164012,0.545802089710884,0.5523736756149212,0.007525538014639042,3
17,2496.4823908805847,19.767825603295226,38.21644365787506,6.7887122276628675,gini,50,2000,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'most_frequent'}",0.5624501307004267,0.5417069639707726,0.5531351355820092,0.547323209404132,0.5511538599143351,0.007672172333241766,14
18,1295.1505185365677,15.623475056305526,24.776464700698853,2.3261147161930156,gini,100,1000,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'mean'}",0.5604498490646249,0.5449076502267568,0.5523210853647005,0.5447141057256231,0.5505981725954263,0.006461970392630518,21
19,1308.4862776398659,16.424781884641764,22.288899779319763,1.777269308935272,gini,100,1000,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'median'}",0.5592948467813044,0.5435298172556052,0.5541504551681773,0.5451324202412444,0.5505268848615827,0.006482025563340984,23
20,1287.4460517168045,15.015547710714575,23.46813803911209,2.5060106450366675,gini,100,1000,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'most_frequent'}",0.562780609174224,0.5429131461010326,0.5512745505007545,0.5426330816956406,0.5499003468679129,0.008207065711091699,25
21,1893.597862958908,14.199180566505456,32.07086092233658,3.9615109373462096,gini,100,1500,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'mean'}",0.5596741001354236,0.5441101540847818,0.5524885822152926,0.5468465170697906,0.5507798383763222,0.0059578394321236445,17
22,2077.4182658195496,158.8150129981098,38.36743974685669,14.099123201414338,gini,100,1500,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'median'}",0.5611842770534129,0.5429624759857642,0.5542005316200548,0.5467504756393294,0.5512744400746403,0.007005745533216262,10
23,2360.355077266693,52.634811013607276,40.50001680850983,13.516784429914638,gini,100,1500,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'most_frequent'}",0.5633344068090187,0.542318864953388,0.552971134337993,0.543822076640841,0.5506116206853102,0.00840095675188162,19
24,2707.240439116955,44.3320370890251,43.8361331820488,3.4247792639762773,gini,100,2000,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'mean'}",0.5591317557161745,0.5457012211041817,0.5519888218852349,0.5490512340954895,0.5514682582002701,0.004952295001237462,7
25,2724.6757912039757,80.81079945362535,41.505169689655304,7.368025056532963,gini,100,2000,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'median'}",0.5637686648085154,0.5444901606985381,0.5543945053854867,0.5468781818468124,0.5523828781848381,0.007521293973225596,1
26,2888.6383280158043,33.71214306271138,47.738477885723114,7.232134873100608,gini,100,2000,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'most_frequent'}",0.5630905798059952,0.5432002429768192,0.5533506294879048,0.5453731122448979,0.5512536411289043,0.007809422500650006,12
27,1557.415071427822,10.502181417919141,33.34243577718735,3.9358875564218687,gini,150,1000,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'mean'}",0.5604498490646249,0.5449076502267568,0.5523210853647005,0.5447141057256231,0.5505981725954263,0.006461970392630518,21
28,1542.519283771515,17.991240307522375,25.75167626142502,4.7884703626991065,gini,150,1000,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'median'}",0.5592948467813044,0.5435298172556052,0.5541504551681773,0.5451324202412444,0.5505268848615827,0.006482025563340984,23
29,1546.7579448223114,23.347796002657482,26.36147826910019,3.210817620053374,gini,150,1000,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1000, 'simpleimputer__strategy': 'most_frequent'}",0.562780609174224,0.5429131461010326,0.5512745505007545,0.5426330816956406,0.5499003468679129,0.008207065711091699,25
30,2160.50721681118,24.669422887037634,49.35078001022339,12.671303445304765,gini,150,1500,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'mean'}",0.5596741001354236,0.5441101540847818,0.5524885822152926,0.5468465170697906,0.5507798383763222,0.0059578394321236445,17
31,2123.4965874552727,89.61025601189107,31.363996505737305,2.5434662905723764,gini,150,1500,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'median'}",0.5611842770534129,0.5429624759857642,0.5542005316200548,0.5467504756393294,0.5512744400746403,0.007005745533216262,10
32,1964.7288572192192,18.835324778907534,32.56824344396591,3.8635711021626724,gini,150,1500,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 1500, 'simpleimputer__strategy': 'most_frequent'}",0.5633344068090187,0.542318864953388,0.552971134337993,0.543822076640841,0.5506116206853102,0.00840095675188162,19
33,2577.9189254641533,17.816504553045803,45.15093231201172,1.2973470895182933,gini,150,2000,mean,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'mean'}",0.5591317557161745,0.5457012211041817,0.5519888218852349,0.5490512340954895,0.5514682582002701,0.004952295001237462,7
34,2573.54423725605,43.71086292031026,35.06634873151779,3.1430789955596614,gini,150,2000,median,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'median'}",0.5637686648085154,0.5444901606985381,0.5543945053854867,0.5468781818468124,0.5523828781848381,0.007521293973225596,1
35,2416.81302267313,43.1708089458145,29.346779227256775,4.039820286830769,gini,150,2000,most_frequent,"{'randomforestclassifier__criterion': 'gini', 'randomforestclassifier__max_depth': 150, 'randomforestclassifier__n_estimators': 2000, 'simpleimputer__strategy': 'most_frequent'}",0.5630905798059952,0.5432002429768192,0.5533506294879048,0.5453731122448979,0.5512536411289043,0.007809422500650006,12
