,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__max_depth,param_randomforestclassifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
44,344.65622490644455,20.67270535349342,15.006642997264862,0.7176185190524621,30,200,"{'randomforestclassifier__max_depth': 30, 'randomforestclassifier__n_estimators': 200}",0.5551121722253708,0.5335750883408915,0.5446879064310901,0.5356747326152681,0.5422624749031552,0.008512732714925786,42
45,484.28492933511734,20.702719589245874,14.917031645774841,2.184463229559729,30,250,"{'randomforestclassifier__max_depth': 30, 'randomforestclassifier__n_estimators': 250}",0.5576699476410922,0.5343720308169556,0.5451549617346934,0.5363380178413955,0.5433837395085341,0.009193558320012292,40
46,786.7582511305809,32.404135726090466,16.526660203933716,1.2911352843749093,30,500,"{'randomforestclassifier__max_depth': 30, 'randomforestclassifier__n_estimators': 500}",0.5587891600529089,0.5394467328829674,0.5433933172713521,0.538808616780045,0.5451094567468183,0.00809083498606655,34
47,1401.1432032585144,8.777788352893497,21.828784584999084,0.897399143941425,30,1000,"{'randomforestclassifier__max_depth': 30, 'randomforestclassifier__n_estimators': 1000}",0.5606073146573437,0.5412933056972787,0.5460276097568652,0.5392247885172586,0.5467882546571865,0.008350830558605478,19
48,147.35763305425644,5.904003308830889,7.486419916152954,0.33243808485412546,50,50,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 50}",0.5303602907690844,0.5184524535462322,0.5246649817334339,0.5211615963561341,0.5236598306012211,0.0044515291023383835,59
49,210.1822453737259,8.025801444640539,9.16771137714386,2.2243723195398757,50,100,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 100}",0.543739286186696,0.5235735796170319,0.532619225481859,0.5277848847316698,0.5319292440043142,0.007532363704751703,57
50,397.0722820162773,11.96655008897505,13.243176579475403,1.3803878971647727,50,200,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 200}",0.5506419064153428,0.5300670708144364,0.5398358457734944,0.5350278588750311,0.5388931704695762,0.007611867410454382,47
51,475.1701275110245,26.779536036101756,13.895454943180084,0.9790422678171838,50,250,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 250}",0.5535804229654819,0.5344779595773486,0.539752403549382,0.5378778503716293,0.5414221591159605,0.007269723089532032,44
52,856.4550819993019,23.522024927203784,17.11068630218506,0.7942901111625165,50,500,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 500}",0.558816127330561,0.5358640009290745,0.5434979295005038,0.5372201016471396,0.5438495398518197,0.009108246996463119,38
53,1594.567693054676,4.913738083125894,24.695947229862213,3.5491382585235156,50,1000,"{'randomforestclassifier__max_depth': 50, 'randomforestclassifier__n_estimators': 1000}",0.5593717101284947,0.5410505139046357,0.548987537792894,0.5417894784580494,0.5477998100710184,0.007365403127476058,5
54,134.564295232296,9.704494730761288,7.036695599555969,0.2643883342584839,100,50,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 50}",0.5259745967970515,0.5193618379157215,0.523253453798186,0.5127067772108846,0.520324166430461,0.004986451205597021,60
55,216.7151027917862,8.487473546247038,7.630047798156738,0.06851367463411831,100,100,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 100}",0.5432105664210132,0.5302806226379435,0.5314682794784572,0.52335489292013,0.532078590364386,0.007134930892220516,56
56,379.14773309230804,5.971515220461584,11.927836179733276,0.9587688562701183,100,200,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 200}",0.5530560370212899,0.5311503998960692,0.5441261133156959,0.5327506050012598,0.5402707888085787,0.00891712898481207,46
57,514.1603270769119,32.355503742122266,13.36115688085556,0.8078787101088573,100,250,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 250}",0.5541871369520018,0.5336223800862938,0.5454786883503399,0.5358693141376916,0.5422893798815818,0.008186306270581022,41
58,879.5944139957428,41.55069101011495,17.459301710128784,1.4687272183470994,100,500,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 500}",0.553845668776769,0.5352907514487267,0.5466906954680016,0.5383638236174095,0.5435477348277267,0.007262512567333172,39
59,1326.2532014846802,60.87061326477414,14.668984055519104,3.800835671211443,100,1000,"{'randomforestclassifier__max_depth': 100, 'randomforestclassifier__n_estimators': 1000}",0.5577819324766934,0.543064627110103,0.5496578995811279,0.5415408357741239,0.548011323735512,0.006413131628754337,3
